tweet_id,content,author
Sat Feb 24 10:25:00 +0000 2024,"@ika_nurwahyun79 @Dummy_blizz @butt3rp0pcrn @mbakrystall @monsouleil @gibran_tweet Ngapain pula polisi ngurusin boikot cok, lawak ni bocah, jelas prabowo sempat nyebut suka burger king tu",mmochigurl
Sat Feb 24 10:20:37 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Daerah mana yg gagahberani ini ya,Herman7992
Sat Feb 24 10:18:44 +0000 2024,@PaimoMontok @AntonKu08408962 @JudahLion88 @OcongBoys @oblosid @prabowo @gibran_tweet @PDI_Perjuangan @NasDem @DPP_PKB @PKSejahtera @Dargomb33306384 @3rwin__34 Solo gibran menang telak sih..,kdrn_phobia
Sat Feb 24 10:17:42 +0000 2024,"@PartaiSocmed Rakyat Indonesia ini curang,  mereka memilih 02 Prabowo Gibran ðŸ¤£ðŸ¤£ðŸ¤£",Wandixxx69
Sat Feb 24 10:17:34 +0000 2024,"Apapun hasil pemilu, Pak @prabowo, dan mas @gibran_tweet baiknya rekrut Pak Awalil, Pak Revrisond, Bu Henri Saparini, Bu Sri Adininingsih dan gang FE UGM ke kabinet. apalagi jika Bu SMI jadi cabut.",BukhariSutrisno
Sat Feb 24 10:17:15 +0000 2024,"@KompasTV , giliran partai milih mput, Lo treak treak paman, padahal Gibran dah nunggu karena menghargai partainya, yg akhirnya ketemu mbak puan dan diskusi, Rezki Prabowo tu di, enak tinggal golin bola muntah, adian adian, makin payah aja kau.",hutapea44145
Sat Feb 24 10:16:40 +0000 2024,"@MayaA62580468 Rakyat Indonesia ini curang,  mereka memilih 02 Prabowo Gibran ðŸ¤£ðŸ¤£ðŸ¤£",Wandixxx69
Sat Feb 24 10:15:45 +0000 2024,TURUNKAN JOKOWI DISKUALIFIKASI PRABOWO GIBRAN,jontoniaja56120
Sat Feb 24 10:15:08 +0000 2024,"@tvOneNews Rakyat Indonesia ini curang,  mereka memilih 02 Prabowo Gibran ðŸ¤£ðŸ¤£ðŸ¤£",Wandixxx69
Sat Feb 24 10:14:32 +0000 2024,"@oblosid @AntonKu08408962 @PaimoMontok @JudahLion88 @OcongBoys @prabowo @gibran_tweet @PDI_Perjuangan @NasDem @DPP_PKB @PKSejahtera @Dargomb33306384 Kebenaran? Bawa saja bukti itu ke bawaslu, MK bahkan hak angket.  .  Kalau cuma video dr org lain, ada jug",kdrn_phobia
Sat Feb 24 10:14:15 +0000 2024,"Assalam'mualaikum.Wr.Wb...Ttp Berusaha Yg Terbaik,Berdo'a &amp  Berserah Kpd ALLAH SWTðŸ¤²ðŸ‡²ðŸ‡¨Prabowo-GibranðŸ‡²ðŸ‡¨#Save &amp  Free Palestine World#InsyaAllah &amp  Alhamdulillah...AllahuAkbar3*...Pancasila3*...MerdekaðŸ‡²ðŸ‡¨AaminðŸ¤²ðŸ™ðŸ¤ðŸ‡²ðŸ‡¨Wa'alaikumsalam.Wr.Wb. https://t.co/C3GkEcUQpW",FDraviansyah
Sat Feb 24 10:12:52 +0000 2024,"@pebriantoj26 @H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Ini bukan masalah agama, coy. Ini masalah masa depan demokrasi.",HimeDaishi
Sat Feb 24 10:12:03 +0000 2024,@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Selamat menghibur diri,agungpracoyo_
Sat Feb 24 10:11:41 +0000 2024,Jimly Sarankan Jokowi Tak Cawe-cawe Kabinet Prabowo-Gibran: Langgar UUD 1945 https://t.co/AbPFEHHctP,rilpolitikcom
Sat Feb 24 10:11:13 +0000 2024,"@KompasTV Dari hasil Quick Count yg hasilnya juga ga beda jauh dari Real Count, termasuk dari lembaga survei masing2 paslon,,,   Hanya taktik buat bargaining position utk gabung ke koalisi Prabowo-gibran https://t.co/t1iADXVnAv",hendrikk168
Sat Feb 24 10:11:00 +0000 2024,Makan siang gratis menjadi program paling pertama yang akan dieksekusi oleh Prabowo setelah resmi dilantik sebagai Presiden RI Prabowo-Gibran.  https://t.co/3hQ0krLyxQ,voidotid
Sat Feb 24 10:10:43 +0000 2024,"@jefry_wnd Bang,Abang sadar gak ngomong kayak gini,Abang tahukan di QC Pilpres Papua memenangkan Pak Prabowo,itu artinya Papua mengakui bahwa Papua itu bagian NKRI dan sejahtera damai maka itu  butuh Pemimpin dari TNI,Rakyat Papuan Cinta TNI/Prabowo Gibra",ipkoto11
Sat Feb 24 10:09:26 +0000 2024,@ARSIPAJA Mau tau reaksi fans prabowo yang notaben adalah pro palestine akut dan alumni 212 soal gibran kedapatan mengkonsumsi brand pro isriwil wkwkw,fauzany90
Sat Feb 24 10:09:17 +0000 2024,Ini penjelasan soal tuduhan kepada pengguna kekuasaan  #mendingprabowo #dekade08 #terusmajubersamaprabowo #PrabowoPresiden2024 #koalisiindonesiamaju #prabowogibran #kekuasaan #margaritokamis https://t.co/vEvx0ba3Tt,dekade_08
Sat Feb 24 10:07:57 +0000 2024,"Pakar Hukum Tata Negara, mengungkapkan bahwa yang jadi materi angket pemilu atau presiden? ini penjelasannya  #mendingprabowo #dekade08 #terusmajubersamaprabowo #PrabowoPresiden2024 #koalisiindonesiamaju #prabowogibran #margaritokamis #pakar https://t.co/O2tx3Qnw8P",dekade_08
Sat Feb 24 10:06:48 +0000 2024,ap gunanya slm ini ak sm temen temen menyuarakan ttg gazaaa? apa gunanya slm ini ak bycot produk? apa gunanya anjing klo nnti punya wapres kek Gibran????  ak jg g lupa ya di dialog kadin Prabowo jg bilng suka BK. gamau punya pimpinan kek mereka,lymbryein
Sat Feb 24 10:06:35 +0000 2024,"Bantah Isu Pangkas Subsidi BBM Demi Program Makan Siang Gratis, Ini Penjelasan TKN Prabowo-Gibran! - Kompas TV https://t.co/MTLWPFdQrB #MenangSeputaran",Herlina_Muachhh
Sat Feb 24 10:06:34 +0000 2024,"Bantah Isu Pangkas Subsidi BBM Demi Program Makan Siang Gratis, Ini Penjelasan TKN Prabowo-Gibran! - Kompas TV https://t.co/aqajZ1YdPa #MenangSeputaran",AzzrielAzaryahu
Sat Feb 24 10:06:30 +0000 2024,"Pakar Hukum Tata Negara, Margarito Kamis jawab soal hak angket, begini katanya..  #mendingprabowo #dekade08 #terusmajubersamaprabowo #PrabowoPresiden2024 #koalisiindonesiamaju #prabowogibran #margaritokamis https://t.co/zRCi6wgpAc",dekade_08
Sat Feb 24 10:05:49 +0000 2024,@gibran_tweet @prabowo memang zionist,maafnanyamulu
Sat Feb 24 10:03:16 +0000 2024,"Prabowo Gibran Menang, Seorang Warga Jateng Jalan Kaki Ke Jakarta https://t.co/h3Pel1zADb",tvOneNews
Sat Feb 24 09:59:08 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut Hasil quick count yang menguntungkan Prabowo Gibran adalah awal yang positif untuk mewujudkan perubahan yang diinginkan oleh masyarakat,jarcok_manis
Sat Feb 24 09:59:00 +0000 2024,Mukhtarudin: Pengelolaan Sampah Yang Baik Bisa Kurangi Emisi Gas Rumah Kaca #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/IdzDGx3qCb,golkarpedia
Sat Feb 24 09:55:45 +0000 2024,"@50Kuasa @Yusrilihza_Mhd @jokowi @prabowo Ingat kata Gibran  Menjinakan ANJING Dengan Mengasih Tulang""",AkasiaUsman
Sat Feb 24 09:55:37 +0000 2024,"@rojeoz @mimih6mei @th_sitie @serakyut Dukungan yang besar dari masyarakat, seperti yang terlihat dalam quick count, memberikan legitimasi yang tak terbantahkan bagi pemerintahan Prabowo Gibran",firman_bgr
Sat Feb 24 09:55:34 +0000 2024,"Prabowo-Gibran Unggul, Relawan Penerus Negeri Syukuran Bagikan 2.000 Paket Makan Siang Gratis ke Masyarakat https://t.co/aG1lMxRWyp #Pemilu",liputan6dotcom
Sat Feb 24 09:55:18 +0000 2024,"@gen_gibran Dengan hasil quick count ini, Prabowo Gibran memiliki mandat yang kuat untuk melaksanakan program-program mereka demi kesejahteraan rakyat",firman_bgr
Sat Feb 24 09:51:11 +0000 2024,@rojeoz @th_sitie @JordanMihaf @mimih6mei @serakyut saling berbondong ke tps buat milih prabowo gibran,katarajaervan
Sat Feb 24 09:50:59 +0000 2024,"@Dennysiregar7 Ga ada yang larang juga..ðŸ¤£ Tapi yakin bisa menang...,ðŸ¤£ Suara terbanyak Prabowo gibran juga... Terus kalo hak angket akan buat suara situ naik ga juga kan ðŸ¤£",alexand66298416
Sat Feb 24 09:50:56 +0000 2024,"@adearmando61 PDIP BENAR-BENAR SUDAH RUSAK ... BANG BILANG SAMA PAK PRABOWO DAN GIBRAN JGN KASIH JABATAN APAPUN UNTUK PDIP,PKS,NASDEM,DAN ANIS BASEDAN.",mochyus10193354
Sat Feb 24 09:50:27 +0000 2024,@momon_garuk44 Apakah Jokowi Hianati Bu megawati? Apakah Gibran Hianati Rakyat Solo? disumpah 5 tahun malah ikut Nyapres! Prabowo kenapa di pecat ? Apakah ada penghianatan Sumpah Prajurit? Coba Jelaskan Cil.....,Delan_Tharasi
Sat Feb 24 09:50:26 +0000 2024,@gen_gibran Semangat dan antusiasme pendukung Prabowo Gibran selama pencoblosan menciptakan energi positif yang menular di seluruh masyarakat,00__abdul
Sat Feb 24 09:50:02 +0000 2024,@freyjanorsegodd @monsouleil @skipberat @gibran_tweet Konten spesial sih biasanya,kelixmann
Sat Feb 24 09:49:55 +0000 2024,@gen_gibran Ucapan selamat dari negara-negara lain adalah bentuk pengakuan atas kesuksesan Prabowo Gibran dalam memenangkan kepercayaan rakyat Indonesia dalam proses pemilihan,00__abdul
Sat Feb 24 09:49:31 +0000 2024,Prabowo Subianto Gibran Rakabuming Raka unggul di MAYORITAS TPS yang PSU coblosan ulang.   Kamu percaya enggak suara saya segitu ?? Wkwkkwkwkw ðŸ˜­ðŸ˜­ https://t.co/Wp28oLJv6P,NyaiiBubu
Sat Feb 24 09:49:02 +0000 2024,@Yayadongmskga @Kadal_Yaman @abu_waras Kalo gibran dimakzulkan akan lebih mudah.. siapa yg akan belanya? Ga ada .. pattai nya tdk ada.. gerindra tentu akan mengamankan posisi prabowo juga.. tentu akan ada deal deal.. misal.. kalo gibran dimakzulkan prabow,rezkydoank
Sat Feb 24 09:48:14 +0000 2024,@gen_gibran pemimpin dunia memberikan ucapan selamat kepada prabowo gibran atas  terplih nya menjadi pemimipin indonesia di tahun 2024,katarajaervan
Sat Feb 24 09:48:12 +0000 2024,@rojeoz Ini adalah bukti bahwa masyarakat Indonesia siap untuk memulai babak baru dalam sejarah negara mereka di bawah kepemimpinan Prabowo Gibran,Sakri644115
Sat Feb 24 09:47:51 +0000 2024,"@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Pendukung anis serem banget asli, ga megajarkan kebaikan dan ahlak yang ada kerusuhan sama pemberontakan, tanda2 akhir jaman menjual agama untuk kepentingan dunia, sampai berjumpa diperang akhir zaman ",pebriantoj26
Sat Feb 24 09:47:47 +0000 2024,@cumalevvat suruh prabowo sm gibran pacaran sono biar ga ganggu 01 sm 03,juwancog
Sat Feb 24 09:47:39 +0000 2024,"@Yayadongmskga @Kadal_Yaman @abu_waras Hak angket,, hak menyatakan pendapat. Akan terus.. DPR bisa lo menyatakan pemilu curang,, tidak legitimate.. liat saja.. kalonoun prabowo gibran dilantik.. ya akan terus dipermasalahkan.. berakibat gibran akan di mak",rezkydoank
Sat Feb 24 09:47:31 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut Ini adalah bukti bahwa masyarakat Indonesia siap untuk memulai babak baru dalam sejarah negara mereka di bawah kepemimpinan Prabowo Gibran,Sakri644115
Sat Feb 24 09:47:08 +0000 2024,@gen_gibran Kemenangan dalam quick count menunjukkan bahwa pesan Prabowo Gibran telah diterima dengan baik oleh masyarakat dan dipandang sebagai solusi atas tantangan yang dihadapi bangsa,Sakri644115
Sat Feb 24 09:46:52 +0000 2024,@Aryprasetyo85 Maaf @AdianNapitupul1 selisihnya itu besar sekali.... Bahkan sama Anis aja genjer kalah separuh. Legowo dikit ya.... Rakyat udah bosan dengan keributan kalau mau maju lagi baik jangan cuma bikin serangan. Santai kayak Gibran dan pak Prabowo,panjol_03
Sat Feb 24 09:46:37 +0000 2024,@EdhunMr HOAX ini di sebarkan oleh pendukung @prabowo &amp  @gibran_tweet,Hizoka_Wibu
Sat Feb 24 09:46:29 +0000 2024,"@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Makanya klo gk mau di cubit jng nyubit ,,cuma hnya sbts suka dan gk suka ,,,memfiitnah , menghina , dan bahkan menghujat ,,sesama warga negri sndri ,, miriiss liat medsos sekrng ðŸ˜¥ðŸ˜¥",HerculesHendra2
Sat Feb 24 09:46:29 +0000 2024,"@monsouleil @gibran_tweet Yg satu suka makan burger king, yg ini minumannya Starbucks The perfect Zionist supporter couple @prabowo â¤ï¸ @gibran_tweet",palmxsugarx
Sat Feb 24 09:45:44 +0000 2024,@rojeoz @th_sitie @JordanMihaf @mimih6mei @serakyut Pendukung Prabowo Gibran menunjukkan bahwa politik bisa menjadi ajang untuk menyampaikan pesan positif dan membangun komunitas yang inklusif,Sakri644115
Sat Feb 24 09:45:23 +0000 2024,@Heraloebss @jokowi @prabowo @gibran_tweet Nah TL yg cakep,DhanyBendah
Sat Feb 24 09:44:31 +0000 2024,"Membelot dari Tim Ganjar ke TKN Prabowo-Gibran, Prabu Revolusi Langsung Diangkat Jadi Komisaris Kilang Pertamina Internasional  https://t.co/KbdyrSvobo https://t.co/KbdyrSvobo",posaktualcom
Sat Feb 24 09:44:13 +0000 2024,"@julian17426 Soalnya rakyat sudah di doktrin sama para pembenci Anies Baswedan,,pak Anies Baswedan kurang di kenal rakyat Indonesia karena yg di sodorkan Jokowi dan kawan-kawan Prabowo Gibran dengan slogan gemoy nya, iklannya di tv berseliweran sementara ",NirohNiroh1
Sat Feb 24 09:44:08 +0000 2024,@rojeoz @th_sitie @JordanMihaf @mimih6mei @serakyut prabowo gibran adalah pemimpin yang bnyak di senangi kaum muda,syifafauziahjk
Sat Feb 24 09:44:02 +0000 2024,"Kalo pak prabowo suka burger king, mas gibran suka starbucks ðŸ˜ðŸ«¶ðŸ¼",wedokbetawi
Sat Feb 24 09:44:00 +0000 2024,@gen_gibran Respon positif dari negara-negara lain menunjukkan bahwa Prabowo Gibran telah memenangkan hati masyarakat global dengan visi dan komitmennya untuk kemajuan Indonesia,Sakri644115
Sat Feb 24 09:43:29 +0000 2024,@rojeoz pemimpin dunia memberikan selamat kepada prabowo gibran,syifafauziahjk
Sat Feb 24 09:42:12 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut prabowo gibran sangat di cintai rakyatnya,syifafauziahjk
Sat Feb 24 09:42:09 +0000 2024,@gen_gibran Ucapan Dari para pemimpin dunia bukti kuatt Pak Prabowo dikenal baik,ghazalalamis
Sat Feb 24 09:41:51 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut Hasil quick count yang positif untuk Prabowo Gibran menunjukkan bahwa masyarakat menginginkan perubahan yang berarti dan berani,Ania89174162108
Sat Feb 24 09:41:24 +0000 2024,@gen_gibran Kemenangan dalam quick count memberikan momentum positif bagi Prabowo Gibran untuk memulai masa jabatan mereka dengan semangat baru,Ania89174162108
Sat Feb 24 09:37:10 +0000 2024,@waltuhamogus @monologuetii @50percenthell @gibran_tweet ANIS JADI GUBERNUR KARENA APA? PINJEM DUIT 400M DULU KAN KE PRABOWO LALU PRABOWO BANTU WKWK NGUTANG DI GEDEIN 01 ISI NYA TERORIS SEMUA KALO KALAH TERIMA BUKAN RUMAH ORANG DI BOM SUDAH KELIATAN TEROR,alinnurb
Sat Feb 24 09:37:02 +0000 2024,@rojeoz @th_sitie @JordanMihaf @mimih6mei @serakyut masyrakat indonesia pada saling berbondong2 ke tps buat milih prabowo gibran,havez_2k
Sat Feb 24 09:36:43 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet hancurkan !!!! ðŸ‘ðŸ‘,benjufri163341
Sat Feb 24 09:36:27 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut Dukungan yang diterima oleh Prabowo Gibran dalam quick count adalah cerminan dari kebutuhan akan kepemimpinan yang kuat dan stabil di masa mendatang,Sintaaja718479
Sat Feb 24 09:36:03 +0000 2024,"@gen_gibran Ini adalah awal yang menjanjikan untuk Indonesia, dengan Prabowo Gibran diharapkan membawa perubahan yang positif sesuai dengan janji kampanye mereka",Sintaaja718479
Sat Feb 24 09:35:39 +0000 2024,Prabowo-Gibran Akan Libatkan Jokowi Tentukan Arah Kebijakan Pemerintah https://t.co/ocKhU8oWls lewat @YouTube,tribunpontianak
Sat Feb 24 09:35:19 +0000 2024,Menko Perekonomian Airlangga Hartarto mengungkapkan program makan siang gratis milik pasangan calon presiden dan wakil presiden nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka akan masuk dalam APBN 2025.  Selengkapnya &gt &gt &gt  https://t.co/WjZbJYCj48 https://t.co/UneydzNJRM,RadioElshinta
Sat Feb 24 09:34:51 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut prabowo gibran adalah paslon terbaik diantara mereka,havez_2k
Sat Feb 24 09:34:49 +0000 2024,@gen_gibran Keberagaman di antara pendukung Prabowo Gibran tercermin dalam berbagai cara mereka mengungkapkan dukungan mereka selama pemilu,Sintaaja718479
Sat Feb 24 09:33:42 +0000 2024,@gen_gibran pemimpin dunia memberikan ucapan pada prabowo gibran,havez_2k
Sat Feb 24 09:33:31 +0000 2024,@lordfid @cumalevvat @prabowo @gibran_tweet Kan orang penting kak. Syibukkk shayy ðŸ¥´,Ilystar2
Sat Feb 24 09:33:19 +0000 2024,@rojeoz @th_sitie @JordanMihaf @mimih6mei @serakyut Keberagaman di antara pendukung Prabowo Gibran tercermin dalam berbagai cara mereka mengungkapkan dukungan mereka selama pemilu,Sintaaja718479
Sat Feb 24 09:28:35 +0000 2024,"Penghitungan Suara PSU di TPS Wirobrajan Yogyakarta, Prabowo-Gibran Unggul https://t.co/SrkwsUWHPy #beritasatu #news #berita",Beritasatu
Sat Feb 24 09:28:05 +0000 2024,"Kemenangan Quick Count Prabowo-Gibran di Pilpres 2024, Relawan Penerus Negeri Lanjutkan Program Makan Gratis https://t.co/tuYKaxnlX1",tvOneNews
Sat Feb 24 09:27:47 +0000 2024,"dah capresnya bilang gaza lemah, cawapresnya minum sbux. yan dukung palestina tapi masih milih prabowo gibran mah otaknya kena",dodoconim
Sat Feb 24 09:27:38 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut Kemenangan dalam quick count menegaskan bahwa visi dan misi Prabowo Gibran sesuai dengan aspirasi rakyat Indonesia,Alex11585365808
Sat Feb 24 09:27:20 +0000 2024,@gen_gibran Quick count yang menguntungkan Prabowo Gibran mencerminkan kepercayaan masyarakat terhadap kompetensi dan integritas mereka sebagai pemimpin,Alex11585365808
Sat Feb 24 09:26:49 +0000 2024,@rojeoz @th_sitie @JordanMihaf @mimih6mei @serakyut Kreativitas pendukung Prabowo Gibran dalam merayakan hak pilih mereka menunjukkan semangat positif dan optimisme terhadap masa depan negara,Alex11585365808
Sat Feb 24 09:26:07 +0000 2024,"@Gustini82200733 @queenbeamy255 @NenkMonica Politik berbasis balas budi jadinya kacau mbak. Ini contohnya, isteri komandan TKN Prabowo-Gibran dikasih jabatan komisaris Pertamina. Lama2 pejabat isinya keluarga relasi semua ðŸ˜… https://t.co/yqqmcMXSGt",alphacanis_146
Sat Feb 24 09:24:46 +0000 2024,@cumalevvat Anjayy colek dulu @prabowo @gibran_tweet nih pendukungnya takut diajak diskusi. Ga percaya diri kya nya,Ilystar2
Sat Feb 24 09:24:44 +0000 2024,@gen_gibran Ucapan selamat dari negara-negara lain merupakan dorongan tambahan bagi Prabowo Gibran untuk melanjutkan visi mereka dalam membangun masa depan yang lebih baik bagi Indonesia,Alex11585365808
Sat Feb 24 09:24:12 +0000 2024,@ir16fan @Samsulll450498 Reaksi positif dari negara-negara lain menunjukkan keyakinan mereka pada stabilitas politik dan proses demokrasi Indonesia di bawah kepemimpinan Prabowo Gibran,Alex11585365808
Sat Feb 24 09:24:08 +0000 2024,"Prabu Revolusi Pendukung Prabowo Gibran, Diangkat Menjadi Komisaris PT Kilang Pertamina https://t.co/psdt6OLzfp",pikiran_rakyat
Sat Feb 24 09:24:00 +0000 2024,"Syukuran pengusaha nasional, bersama indonesia maju dalam rangka merayakan pencapaian pemenangan paslon prabowo gibranâœŒðŸ»ðŸ‡®ðŸ‡© https://t.co/P1XagbdOfq",hasanbasdian
Sat Feb 24 09:23:58 +0000 2024,Lebih cringe pendukung 02 yg nangisin prabowo cuma gara2 diserang Pak Anies. Nyama2in gibran sama ksoo smpe badannya ksoo diedit jd mukanya gibran. Ah don't forget kampanye gemoyðŸ¤¢  Dan lebih sinting 02 yg milih capres pelanggar HAM dan cawapres perusak konstitusi ðŸ˜­,chenjipie
Sat Feb 24 09:23:32 +0000 2024,@Tinorahmadana @H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet Ya bener donk kan baliho2 sperti itu harusnya sdh diturunkan pasca pemilu kmarin.. Kok masih terpampang... Bodoh ya kamu,daga_bianchin
Sat Feb 24 09:23:16 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut pemimpin yang kita harapkan di kemudian hari prabowo gibran,ReyannF
Sat Feb 24 09:22:08 +0000 2024,@gen_gibran prabowo gibran siap untuk bangsa indonesia lebih baik,ReyannF
Sat Feb 24 09:22:03 +0000 2024,@H4T14K4LN4L42 @AnisBaswedan @cakimiNOW @prabowo @jokowi @gibran_tweet @ganjarpranowo @mohmahfudmd Insyaallah semoga demikian adanya,SatyaPutra53806
Sat Feb 24 09:21:48 +0000 2024,@gen_gibran Reaksi positif dari negara-negara lain menunjukkan keyakinan mereka pada stabilitas politik dan proses demokrasi Indonesia di bawah kepemimpinan Prabowo Gibran,Samsulll450498
Sat Feb 24 09:21:46 +0000 2024,"@Antonius061 Daftar bang, ga sabar liat tanggapan MK, presiden, prabowo, gibran ketar ketir ga ya",guesihya
Sat Feb 24 09:21:13 +0000 2024,@gen_gibran Pendukung Prabowo Gibran menunjukkan dedikasi mereka terhadap proses demokrasi dengan turut serta dalam kampanye dan pencoblosan dengan semangat yang tinggi,Samsulll450498
Sat Feb 24 09:20:47 +0000 2024,@kdrn_phobia @AntonKu08408962 @oblosid @OcongBoys @JudahLion88 @prabowo @gibran_tweet @Dargomb33306384 @Bara_Rc Baru kali ini bengkokan konstitusi  lwat mk demi samsul. KPU langgar aturannya sendiri. Korbannya paman samsul dan ketua KPU ngak punya etika,PaimoMontok
Sat Feb 24 09:20:16 +0000 2024,"@gen_gibran Dukungan besar dari masyarakat, seperti yang terlihat dalam hasil quick count, memberikan legitimasi yang kuat bagi pemerintahan Prabowo Gibran",Samsulll450498
Sat Feb 24 09:20:00 +0000 2024,"Jusuf Kalla mengomentari program makan siang dan susu gratis milik Prabowo-Gibran yang akan masuk APBN. Menurutnya, hal itu jadi urusan DPR dan pemerintahan selanjutnya. https://t.co/xSRtzPvakl",detikcom
Sat Feb 24 09:19:56 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut Ini adalah langkah awal yang positif menuju masa depan yang lebih cerah dengan kepemimpinan Prabowo Gibran,Samsulll450498
Sat Feb 24 09:19:48 +0000 2024,"Yo Ndak Popo toh Jokowi Terlibat Susun Kabinet dan Arah Kebijakan Prabowo-Gibran,  Wong sebelumnya @jokowi juga terlibat dalam menyusun Kemenagan Prabowo-Gibran kan?!   Malahan bukan hanya menyusun tapi juga ikut mengeksekusi ðŸ˜‚  https://t.co/sVouTS6jEH",DS_yantie
Sat Feb 24 09:19:39 +0000 2024,@kdrn_phobia @AntonKu08408962 @JudahLion88 @OcongBoys @oblosid @prabowo @gibran_tweet @PDI_Perjuangan @NasDem @DPP_PKB @PKSejahtera @Dargomb33306384 Calon korban samsul setelah paman dan ketua KPU https://t.co/lv8Yks87q7,PaimoMontok
Sat Feb 24 09:19:34 +0000 2024,@MIrvanDarwin1 @prabowo Lha fakta yg terjadi saat Gibran naik gimana???  Wah jangan kebanyakan main badminton lalu jd males gugel...  Dagelan MK itu sdh jadi lelucon di masy... ðŸ˜  Gitu lalu masih berharap sama. MK???  Konyolll.... ðŸ˜,aqua_gak
Sat Feb 24 09:18:30 +0000 2024,@Adiprayitno_20 pertama kader PDIP itu calegnya udah banyak dikenal sementara psi blom banyak yg kenal ..kayak saya pilih Prabowo Gibran...untuk DPRD sy pilih caleg PDIP karena kenal secara personal ..ada jg yg milih caleg karena amplop nya tebal ðŸ˜ klu,humaira979
Sat Feb 24 09:18:14 +0000 2024,"@PaimoMontok @AntonKu08408962 @oblosid @OcongBoys @JudahLion88 @prabowo @gibran_tweet @Dargomb33306384 @Bara_Rc Pekokkkk ðŸ˜ðŸ˜ðŸ˜ðŸ˜ itu praktik sudha sejak jaman dulu...  .  Karna itu lÃ porkan bawaslu. Jangankan pDiP, PKS aja banyak yg terlibat dal",kdrn_phobia
Sat Feb 24 09:17:50 +0000 2024,@menangkanrakyat @dekade08 @bengkeldodo @BANGSAygSUJUD @PartaiSocmed Prof Mahfud sangat negarawan. dia menerima hasil keputusan masyarakat yg lebih memilih prabowo gibran,alegra_grogilks
Sat Feb 24 09:17:43 +0000 2024,"@olvaholvah 2024 ini Prabowo -gibran yg terbaik, karena mereka yg banyak di pilih masyarakat Indonesia.",ArmiSatria8
Sat Feb 24 09:17:14 +0000 2024,"Wahh.. ternyata inilah alasan kenapa hasil quick count pasangan Prabowo Gibran itu lebih unggul,dikarekana sebagian pemilihnya berasal dari Gen Z..   Gibran Berani Fore Lucas Suki Topan https://t.co/IdxGwaype8",megan_sar
Sat Feb 24 09:16:53 +0000 2024,@theanisotropy Nazar PrabowoGibran  menang pasti.,debinamasaya
Sat Feb 24 09:16:42 +0000 2024,@kdrn_phobia @AntonKu08408962 @oblosid @OcongBoys @JudahLion88 @prabowo @gibran_tweet @Dargomb33306384 @Bara_Rc Sudah bengkokan MK korbankan KPU??? Belum mulai masa kampanye padahal. Apa 2019 ada bengkokan konsitusi dan KPU langgar aturannya sendiri untuk,PaimoMontok
Sat Feb 24 09:16:04 +0000 2024,@gen_gibran Ucapan selamat dari negara-negara lain kepada Prabowo Gibran setelah hasil quick count adalah bukti pengakuan internasional terhadap proses demokrasi yang berlangsung di Indonesia,Amri786077
Sat Feb 24 09:15:32 +0000 2024,@rojeoz @mimih6mei @th_sitie @serakyut Semangat memimpin Dan memajukan bangsaa Pak Prabowo Dan mas Gibran,alwaysgibran
Sat Feb 24 09:15:23 +0000 2024,@gen_gibran Kreativitas pendukung Prabowo Gibran dalam kampanye dan pencoblosan menarik perhatian banyak orang dan memperkaya proses demokrasi,Amri786077
Sat Feb 24 09:15:11 +0000 2024,@H4T14K4LN4L42 @jokowi @psi_id @prabowo @gibran_tweet wah isin atuh Primajasa yang dukung 02..,MukminSukron
Sat Feb 24 09:15:10 +0000 2024,"@rojeoz @th_sitie @serakyut @mimih6mei @gen_gibran Pendukung Prabowo Gibran menunjukkan antusiasme yang luar biasa dalam proses pemilihan, menampilkan semangat demokrasi yang kuat",Amri786077
Sat Feb 24 09:15:03 +0000 2024,@AntonKu08408962 @PaimoMontok @JudahLion88 @OcongBoys @oblosid @prabowo @gibran_tweet @PDI_Perjuangan @NasDem @DPP_PKB @PKSejahtera @Dargomb33306384 Kadrun banget argumennya.. ðŸ˜ðŸ˜ðŸ˜ðŸ˜ kirain 03 ..  Jebule otak cerdas 01..ðŸ˜ðŸ˜ðŸ˜ https://t.co,kdrn_phobia
